id,classification,categories,text
KA-02064,unclear,311-25|311-56,"Nurses for Pregnant People and Teens. Request for a free nurse home visit or parenting education for a low-income, first-time pregnant person or teen."
KA-02065,submittable,311-92|311-36,Bike Share Feedback. Submit feedback about Citi Bike.
KA-02066,informational,311-25|311-56,Newborn Home Visit. Learn about free home visits by health professionals to newborns and their parents.
KA-02069,informational,311-37|311-36|311-89|311-80|311-94,"Musician or Performer Permit. Apply for a permit to perform in subways, streets, parks, and ferry terminals."
KA-02070,submittable,311-79|311-105|311-36|311-68|311-80|311-81|311-60,Graffiti. Report graffiti. Learn about what your options are when someone else reports graffiti on your building.
KA-02071,informational,311-38|311-36,Park Event Permit. Apply for a permit to hold an event in a City park or on a City beach.
KA-02072,submittable,311-35,Estate Administration. Get help administering an estate when there is no will.
KA-02073,informational,311-37|311-36|311-89|311-80|311-94,"Film, Video, or Photography Permit. Apply for a new film, video, or photography permit, or check the status of an existing permit."
KA-02075,informational,311-95,Refrigeration Equipment Permit. Apply for a permit to install refrigerator equipment.
KA-02076,informational,311-63|311-95,Water Tap Permit or Sewer Pipe Map. Apply for a permit to connect or close water taps or wet connections. Get a map of sewer pipes.
KA-02077,informational,311-36|311-94|311-47,"Watershed Recreation and Access Permit. Learn about and apply for required permits for boating, fishing, hunting and other recreational activities on upstate reservoir lands."
KA-02078,informational,311-50,Battery Recycling. Learn about how to dispose of batteries. Report a business selling rechargeable batteries that doesn't accept them for recycling.
KA-02079,unclear,311-100,Juvenile Probation Supervision. Get information for and about young people who have been placed on probation.
KA-02080,informational,311-50|311-33,Plastic Bag Recycling. Learn about or report a violation of the Plastic Bag Recycling Law.
KA-02081,informational,311-56|311-98,Mental Health Care for Formerly Incarcerated People. Learn about mental health services for people released from City jail.
KA-02083,submittable,311-98,Incarcerated Person Property Pickup. Learn how to pick up personal items or money at a Department of Corrections facility. Schedule a property pickup appointment for an incarcerated person.
KA-02084,informational,311-25|311-35|311-29|311-68,"Family Justice Centers. Learn about one-stop center where victims of domestic, intimate partner, and gender-based violence; elder abuse; or sex trafficking can get services."
KA-02085,informational,311-64,Boiler Permits and Registration. Learn about required boiler permits and registration.
KA-02086,informational,311-50,Residential Trash Rules. Learn about the proper disposal of household trash.
KA-02087,informational,311-35,"Jury Duty. Learn about City, State, and Federal jury duty."
KA-02088,informational,311-35|311-27|311-73,"Marriage Registration. Get a marriage registration certificate, the official documentation of a wedding."
KA-02089,unclear,311-35|311-29|311-68,Elder Abuse. Report suspected abuse or neglect of an older adult age 60 or older.
KA-02091,informational,311-60,"NYCHA Fees, Charges, and Parking. Learn about NYCHA fees and charges for parking, appliances, and repairs. Find information for NYCHA parking lot reserved space or missing vehicle."
KA-02092,informational,311-25|311-40|311-56|311-28,Developmentally Delayed Infant Services. Learn about early intervention services for children under 3 with developmental delays.
KA-02093,informational,311-25|311-24|311-55,"Health Insurance for Children. Learn about health and dental insurance for children under the age of 19, and services from the New York City Early Intervention Program."
KA-02094,informational,311-63|311-80,Scaffolding Permit. Apply for a permit to construct pipe scaffolding.
KA-02095,informational,311-63|311-80,Sidewalk Shed Permit. Apply for a permit to construct a sidewalk shed.
KA-02096,informational,311-64,Heating or Ventilation System Permit. Apply for a permit to install or alter a heating or ventilation system.
KA-02097,submittable,311-51|311-62|311-61|311-80|311-81|311-60,Illegal Dumping. Report past or chronic dumping on public property.
KA-02098,submittable,311-95,Place of Assembly Inspection. Schedule an inspection for a public assembly or temporary public assembly permit.
KA-02099,informational,311-64,Place of Assembly Permit. Apply for a permit for 75 or more people to gather indoors or 200 or more outdoors.
KA-02100,informational,311-64,Garage or Driveway Permit. Apply for a permit to construct or alter a garage or driveway.
KA-02101,informational,311-64,Building Permit Status. Check the status of a building work permit.
KA-02102,informational,311-64,Deck and Porch Permit. Apply for a permit to construct or alter a deck or porch.
KA-02103,informational,311-64,Excavation or Demolition Permit. Apply for a permit to demolish a building or excavate property.
KA-02104,informational,311-64,Building Construction or Alteration Permit. Apply for a permit to construct or alter a building.
KA-02105,informational,311-64,Cesspool Permit. Apply for a permit to construct a cesspool.
KA-02106,informational,311-64,Gas Appliance or Pipe Permit. Apply for a permit to install or alter a gas appliance or piping.
KA-02107,informational,311-64,Sprinkler System and Standpipe Permit. Apply for a permit to alter or construct a sprinkler system or standpipe.
KA-02108,informational,311-43,"City University of New York (CUNY). Learn about the City's public university system, including campus locations, academic programs, and financial aid."
KA-02109,informational,311-43,"CUNY Accelerated Study in Associate Programs (ASAP). Learn about the fast-track, cost-free degree program for low-income, graduating high school seniors and working adults."
KA-02110,informational,311-43,CUNY Prep. Learn about a program that helps 16 to 18 year olds graduate from high school or get a high school equivalency diploma and go on to college.
KA-02111,informational,311-44|311-43|311-26,"Adult Education. Find classes for adult learners, including GED or TASC exam preparation, ESL, vocational training, and continuing education courses."
KA-02112,informational,311-43,CUNY Start. Learn about a program for students who have been admitted to a CUNY college but are not ready for college-level work.
KA-02113,informational,311-43,CUNY and SUNY Free Tuition. Learn about the Excelsior scholarship for free tuition at the City University of New York (CUNY) or the State University of New York (SUNY).
KA-02114,informational,311-25|311-56|311-20|311-59|311-29|311-28,"NY Connects Long Term Care. Get information about choices for living at home or in a long term setting for seniors, and for children and adults with a disability."
KA-02115,informational,311-35|311-27|311-73,"Marriage License. Get a marriage license, which is required to get married in New York State."
KA-02116,informational,311-64,Baker's Oven Permit. Apply for a permit to construct or alter a baker's oven.
KA-02117,informational,311-63|311-80|311-81,Curb Cut Permit. Apply for a permit to create or modify a curb cut.
KA-02118,informational,311-64,Electrical Wiring Installation Permit. Apply for a permit to install electrical wiring or cables in a building.
KA-02119,informational,311-63|311-62|311-61,Home Improvement Permit. Learn what kind of building construction projects and alterations require permits.
KA-02120,informational,311-63,Fence Permit. Apply for a permit to build or install a fence.
KA-02121,informational,311-64|311-109,"City Planning and Zoning. Learn about New York City planning and zoning. Get City Planning publications, including maps and books."
KA-02122,submittable,311-64|311-105|311-29,Heat Complaint in a Commercial Building. Report a heat problem in a commercial or public school building.
KA-02124,informational,311-35|311-27,Marriage Ceremony. Learn about getting married at the City's Clerk Office.
KA-02125,submittable,311-12,Noise Complaints. Learn how to report noise in New York City.
KA-02126,submittable,311-48|311-12|311-47,"Wastewater Treatment Plant Complaint. Report noise or a bad smell from a wastewater treatment plant, sewage treatment plant, or pumping station."
KA-02127,informational,311-62|311-61|311-94,Planned Water Shutdowns. Get a list of scheduled water main shutdowns and water disruptions.
KA-02128,submittable,311-47,Dry Weather Sewage Discharge Complaint. Report water flowing through a sewer outfall pipe during dry weather.
KA-02129,unclear,311-62|311-61|311-60|311-47,Wasting Water. Report the use of too much water or water waste in any facility.
KA-02130,submittable,311-111|311-81|311-110,Abandoned Vehicle. Report an abandoned vehicle (including boats) on public property or request the removal of an abandoned vehicle with no license plates on private property.
KA-02131,submittable,311-112|311-33,Car Dealer Complaint. Make a complaint about a business selling new or used cars.
KA-02132,submittable,311-61|311-60,Window Guard Complaint. Report missing window guards or a landlord or tenant who refuses installation.
KA-02133,submittable,311-64|311-51|311-81,"Dirty Yard or Alley. Report an unclean or untidy yard, alley, or court that is visible from the street."
KA-02134,submittable,311-62|311-58|311-61|311-60,"Lead Paint. Report lead paint, peeling paint, or lead dust due to construction. The City will send an inspector where applicable."
KA-02135,submittable,311-50|311-33,Private Carter Complaint. Report a problem with a commercial waste disposal company.
KA-02136,submittable,311-33,Overcharge. Report a business charging more than the posted or advertised price.
KA-02137,submittable,311-62|311-61|311-60,"Water Meter Complaint. Report a water meter that is broken, leaking, frozen, missing, or stolen."
KA-02138,submittable,311-62|311-36|311-61|311-80|311-81|311-60,"Fallen Tree or Branch. Request the removal of a fallen tree or branch, cracked branches in danger of falling, or a tree in poor condition."
KA-02139,submittable,311-51|311-81,"Dumpster Complaint. Report a dumpster that is blocking a sidewalk or street, overflowing, or uncovered."
KA-02140,submittable,311-64|311-80,"Poster or Sticker Complaint. Report signs, stickers, or decals posted on public property."
KA-02141,submittable,311-64|311-51,"Dirty Gutter. Report a gutter, including 18 inches into the street, that is not clean."
KA-02142,submittable,311-33,Damaged or Defective Goods. Report the purchase or delivery of damaged or defective goods.
KA-02143,submittable,311-51,"Litter Basket Complaint or Request. Report a public trash can that is missing, overflowing, or being misused. Suggest a location for a new or replacement public litter basket."
KA-02144,submittable,311-35|311-115,Parking Ticket or Camera Violation Clearance. Learn what to do if your vehicle's registration has been suspended or put on hold because of unpaid parking or camera judgment debt.
KA-02145,submittable,311-81,"Highway Sign Complaint. Report a highway sign is blocked, damaged, dangling, missing, or inaccurate or an overhead electronic sign that is damaged or inaccurate."
KA-02146,submittable,311-33,Used Gun Dealer Complaint. Make a complaint about a business that buys or sells secondhand firearms.
KA-02147,submittable,311-33,"Used Goods Dealer Complaint. Make a complaint about a business that buys or sells used items, including catalytic converters."
KA-02148,submittable,311-33,Travel Agency Complaint. Make a complaint about a travel agency.
KA-02149,submittable,311-33|311-110,Tow Truck Complaint. Make a complaint about a tow truck driver or company.
KA-02150,submittable,311-33,Tour Bus Complaint. Make a complaint about a tour bus.
KA-02151,submittable,311-33|311-82,Tax Preparation Services Complaint. Make a complaint about someone offering tax preparation services.
KA-02152,submittable,311-33|311-80|311-81,"Street Vendor Complaint. Make a complaint about a vendor operating on City streets, sidewalks, or bridges."
KA-02153,submittable,311-33,Store Complaint. Report a store that uses deceptive practices or commits fraud or other consumer protection violations.
KA-02154,submittable,311-33,Storage Warehouse Complaint. Make a complaint about a business that stores goods for a fee.
KA-02157,submittable,311-33,"Scrap Metal Processor Complaint. Make a complaint about a business that processes, buys, or ships scrap metal."
KA-02158,submittable,311-33,"Scale Dealer or Repairer Complaint. Make a complaint about a business that trades, sells, or repairs weighing or measuring devices."
KA-02160,submittable,311-33,Public Auction Complaint. Make a complaint about a business or person selling merchandise by public auction.
KA-02161,submittable,311-33|311-35,Process Server Complaint. Make a complaint about a person or business that issues summonses or other court papers.
KA-02162,submittable,311-33,"Pool or Billiard Room Complaint. Make a complaint about a business with pool, billiards, or pocket billiards."
KA-02163,submittable,311-33,Cell Phone Purchase Complaint. Make a complaint about the purchase of a cell phone.
KA-02164,submittable,311-33,Pedicab Business or Driver Complaint. Make a complaint about a business or driver operating pedicabs.
KA-02165,submittable,311-33,Pawnbroker Complaint. Make a complaint about a business that sells pawned goods.
KA-02166,submittable,311-33,Newsstand Complaint. Make a complaint about a booth that sells newspapers and magazines.
KA-02167,submittable,311-33,Online or Mail Order Complaint. Report a problem with an online or mail-order business.
KA-02168,submittable,311-33|311-62|311-61|311-60,"Locksmith Complaint. Make a complaint about a person who repairs, installs, services, or inspects locks and similar devices."
KA-02169,submittable,311-33,Laundromat Complaint. Make a complaint about a self-service laundromat or a business that washes clothes.
KA-02171,submittable,311-33,Hotel Complaint. Report a contract or billing issue or undisclosed service disruption at a hotel.
KA-02172,submittable,311-33,Horse Drawn Cab Business Complaint. Make a complaint about a horse drawn carriage driver or business.
KA-02173,submittable,311-33|311-62|311-61,Home Improvement Contractor Complaint. Make a complaint about a home improvement contractor working on residential property.
KA-02174,submittable,311-33|311-62|311-61,"Home Heating Oil Company Complaint. Report a home heating oil business that imposes illegal credit terms, issues an improper contract or receipt, or shortchanges the amount of oil dispensed."
KA-02175,submittable,311-44|311-43|311-33|311-26,Higher Education Complaint. Make a complaint about a school of higher education.
KA-02176,submittable,311-112|311-33,Gas Station Complaint. Make a complaint about a gas station.
KA-02177,submittable,311-33|311-111,Private Garage or Parking Lot Complaint. Make a complaint about a privately-owned parking facility.
KA-02178,submittable,311-33,Gaming Cafe Complaint. Make a complaint about a business with three or more computers for playing games.
KA-02179,submittable,311-33,Furniture Store Complaint. Make a complaint about a furniture or mattress store.
KA-02180,submittable,311-33,Funeral Home Complaint. Report a problem with a funeral home.
KA-02183,submittable,311-33,Employment Agency Complaint. Make a complaint about an employment agency.
KA-02184,submittable,311-33,"Electronics Store Complaint. Make a complaint about a business that sells audio, video, photo, or computer equipment."
KA-02185,submittable,311-33,Electronics or Appliance Repair Complaint. Make a complaint about a business that repairs electronic equipment or appliances.
KA-02186,submittable,311-48|311-33,Dry Cleaner Complaint. Make a complaint about a dry cleaner.
KA-02187,submittable,311-33,Door-to-Door Sales Complaint. Make a complaint about a door-to-door salesperson.
KA-02188,submittable,311-33,Domestic Worker Employment Agency Complaint. Make a complaint about an employment agency that places domestic workers.
KA-02189,submittable,311-33,Debt Collection Agency Complaint. Make a complaint about a debt collection business.
KA-02190,submittable,311-33,"Dealer in Products for Disabilities Complaint. Make a complaint about a business that sells, rents, or repairs any product used to correct a disability."
KA-02191,submittable,311-33,Catering Establishment Complaint. Make a complaint about a rented space used to serve food or drinks for events.
KA-02192,submittable,311-33,Carpet and Flooring Business Complaint. Report a problem with a carpet or flooring business.
KA-02193,submittable,311-112|311-33,Car Rental Complaint. Make a complaint about a car rental agency.
KA-02194,submittable,311-33|311-111|311-110,Booting Company Complaint. Make a complaint about a business that places wheel locks on illegally parked cars.
KA-02195,submittable,311-33,"Games of Chance Complaint. Make a complaint about a business that hosts bingo, raffles, and other games of chance."
KA-02197,submittable,311-64|311-58,Asbestos Complaint. Report asbestos that is exposed or illegally removed.
KA-02198,submittable,311-81,Street Flooding. Report street flooding or ponding.
KA-02199,submittable,311-81,Blocked or Clogged Culvert. Report a drain underneath a road that is clogged or blocked.
KA-02200,submittable,311-81,Highway Flooding. Report a large amount of water on a highway.
KA-02201,submittable,311-48|311-33|311-62|311-61|311-80|311-60,Dry Cleaning Odor. Report a smell directly outside a dry cleaning business or coming into a nearby residential building or business.
KA-02202,submittable,311-51|311-80|311-81,"Dumping in Catch Basin. Report grease, gasoline, cement, oil, sewage, chemicals, or other liquids being dumped into a street sewer grate or catch basin."
KA-02203,submittable,311-33,"Exchange, Refund, or Return Complaint. Report a business that refuses an exchange, refund, or return or does not post its policy."
KA-02204,unclear,311-33,False Advertising. Report misleading or deceptive advertising.
KA-02205,submittable,311-33,Goods or Services Delivery Complaint. Report a business that fails to deliver goods or services.
KA-02206,submittable,311-33|311-58,Unlicensed Business. Report a business operating without a license.
KA-02207,submittable,311-33,Gender Pricing Complaint. Report a retail service establishment that charges men and women different prices for the same service.
KA-02208,submittable,311-33,Layaway Complaint. Report a business that does not provide the terms of a layaway plan.
KA-02209,submittable,311-33,Price Not Posted or Inaccurate. Report a business that doesn't post prices or posts inaccurate prices.
KA-02210,submittable,311-33|311-38,Public Event Seating Complaint. Report a ticket seller that does not provide seating information for an event.
KA-02211,submittable,311-33,Receipt Complaint. Report a business that gives an incorrect or illegal receipt.
KA-02214,submittable,311-33|311-68,Toy Gun Sale. Report a business that sells toy or fake guns that are not brightly colored.
KA-02215,submittable,311-68,Disorderly Person or Group. Report a disorderly person or group creating a dangerous condition.
KA-02217,informational,311-62|311-61|311-80|311-81,"NYC Parks Stewardship Program. Learn about how to volunteer to work on protecting, restoring and expanding New York City's green spaces."
KA-02218,submittable,311-92|311-62|311-61|311-80|311-60,Chained Bike. Report an unusable (derelict) chained bike or a bike chained to a tree on the street or in a park.
KA-02219,submittable,311-48|311-68,Chimney or Ventilation Smoke. Report dense or visible smoke from a chimney or ventilation system.
KA-02220,emergency,311-48|311-68,Smoke or Fumes. Call 911 to report smoke or fumes.
KA-02221,informational,311-92|311-36,Citi Bike. Learn about Citi Bike membership or report an equipment maintenance problem.
KA-02222,submittable,311-48|311-111,Idling Vehicle. Report a vehicle parked with its engine running for more than three minutes. Learn how to file a Citizen's Air Complaint.
KA-02223,submittable,311-33|311-68,"Alcohol Sale Complaint. Report the sale of alcohol to minors/intoxicated people, at more than half-off, to-go without food, outside of approved hours, or in unlicensed businesses."
KA-02224,submittable,311-67|311-66|311-68,Animal Abuse. Report abuse or neglect of an animal.
KA-02225,submittable,311-48|311-33|311-66,"Animal Facility Complaint. Report an unsanitary or unpermitted animal shelter, kennel, groomer, horse stable, boarding facility, petting zoo, or other animal facility."
KA-02226,submittable,311-80|311-81,Automatic Public Toilets. Get information or make a complaint about automatic public toilets.
KA-02227,submittable,311-64,"Awning, Canopy, Marquee, or Storm Enclosure Complaint. Make a complaint about an awning, canopy, marquee, or storm enclosure."
KA-02228,informational,311-62|311-36|311-61|311-94|311-60,"Barbecuing. Learn about the rules for commercial and residential barbecuing, find a place to barbecue in a park, or report barbecuing where it is not allowed."
KA-02229,submittable,311-36,"Beach Complaint. Report a problem with beach maintenance, water quality, or safety equipment."
KA-02230,submittable,311-62|311-67|311-61|311-60,Bees or Wasps Complaint. Make a complaint about bees or wasps.
KA-02231,informational,311-92|311-36,Bikes in Office Buildings. Learn about the Bike Access to Office Buildings Law which allows bikes in commercial office buildings. Report office buildings not following with the law.
KA-02232,submittable,311-92|311-36|311-68|311-80,"Biking, Rollerblading, or Skating Complaint. Report a problem caused by people biking, riding motorized scooters, rollerblading, skating, or using or storing ATVs."
KA-02233,submittable,311-64,Blocked Building Exit or Fire Escape. Report partially or fully blocked building exits or fire escapes.
KA-02234,submittable,311-36,Breaking Park Rules. Report a person or group breaking park rules.
KA-02235,submittable,311-80,Broken Sidewalk. Report a sidewalk condition that may cause a trip hazard. Learn about how to maintain or repair the sidewalk next to your property.
KA-02236,submittable,311-64,"Building Demolition Complaint. Report building demolition that is illegal, unsafe, or done without a permit."
KA-02237,informational,311-33|311-58|311-94,Calorie Posting. Learn about calorie posting requirements information for restaurants and mobile vendors. Report failed to display calorie information.
KA-02238,submittable,311-29,"Case Assistance and Management for Older Adults. Get benefit and entitlement counseling for people age 60 and older, or report a problem with a case assistance or case management agency."
KA-02239,submittable,311-62|311-61|311-80|311-81|311-60,"Chemical Spill. Report a spill of chemicals or other hazardous material onto a roadway, sidewalk, or indoors."
KA-02240,submittable,311-25|311-33,"Child Care Complaint. Make a complaint about a day care facility, child care provider, or after school program."
KA-02241,submittable,311-64,Construction Site No Smoking Sign Complaint. Report a construction site that does not have a No Smoking sign.
KA-02242,informational,311-63|311-62|311-61,Residential Construction Tax Benefit Programs. Learn about benefits for owners and developers who build or improve residential units or properties.
KA-02243,submittable,311-64,"Cooling Tower Complaint. Report a cooling tower that is unsanitary, malfunctioning, or has structural problems."
KA-02244,submittable,311-81,"Crash Barrier Complaint. Report a defective or missing crash cushion, guard rail, or concrete barrier."
KA-02245,submittable,311-62|311-36|311-67|311-66|311-61|311-80|311-81|311-60|311-47,"Dead Animal on Public Property. Report a dead animal in a public place, including sidewalks, highways, and parks."
KA-02246,informational,311-62|311-61|311-110,"Agency Charges Collected by the Department of Finance. Learn about the City and State agency charges, fees, and fines that appear on your property tax bill."
KA-02247,unclear,311-48|311-64|311-36|311-67|311-66|311-80|311-81,"Dog or Animal Waste. Report dog or animal waste in a park or on a street, sidewalk, or private property."
KA-02248,submittable,311-48|311-64|311-62|311-61|311-60,"Dust Complaint. Report dust from roadwork, construction, demolition, renovation, or another source."
KA-02249,submittable,311-38|311-12|311-36|311-68,"Fireworks Complaint. Report the sale, use, storage, or transport of illegal fireworks."
KA-02250,submittable,311-64|311-50|311-62|311-61|311-80|311-60,"Trash, Recycling, or Compost Storage Complaint. Report trash, recycling, or compost stored incorrectly on private property."
KA-02251,submittable,311-33|311-56|311-29|311-28,Home Care Complaint. Report a problem with home care services.
KA-02252,informational,311-22|311-29,"Home Delivered Meals for Older Adults. Schedule, cancel, or report a problem with home delivery of meals for people age 60 and older."
KA-02253,submittable,311-68,Homeless Encampment. Report a homeless encampment.
KA-02255,submittable,311-67|311-66|311-68,Illegal Animal. Report a person selling or keeping a wild or illegal animal as a pet.
KA-02256,submittable,311-60,Janitor or Super Not Available. Report a residential building's janitor or super who is not available.
KA-02257,submittable,311-64,Landmark Building Complaint. Report the alteration of landmark buildings without permission.
KA-02258,submittable,311-36,Lifeguard Complaint. Make a complaint about a lifeguard.
KA-02259,submittable,311-64|311-62|311-61|311-60,Light from Parking Lot Complaint. Report bright lights from a parking lot shining into an apartment or building. The City does not accept complaints about bright lights from residences.
KA-02260,informational,311-80,LinkNYC. Learn about LinkNYC or report a problem with a LinkNYC kiosk.
KA-02261,informational,311-111|311-86,Manhattan Resident Parking Tax Exemption. Learn about the tax exemption for Manhattan residents who rent long-term parking spaces.
KA-02262,submittable,311-62|311-58|311-61|311-60,"Mold Complaint. Report mold in an apartment, loft, commercial, or abandoned building."
KA-02263,informational,311-67,Mosquitoes. Learn about spraying schedules and preventing mosquitoes by getting rid of standing water. Report an unusual number of mosquitoes during Mosquito Season.
KA-02265,submittable,311-64|311-29,Naturally Occurring Retirement Community (NORC) Complaints. Make a complaint about social services provided in a Naturally Occurring Retirement Community (NORC).
KA-02266,submittable,311-80,Newspaper Box Complaint. Report a problem with a newsrack.
KA-02267,submittable,311-12,Noise from Helicopter. Report noise from a helicopter.
KA-02268,submittable,311-64,Non-Residential Building Maintenance Complaint. Report a maintenance problem in a commercial or non-residential building.
KA-02270,submittable,311-62|311-61|311-80|311-81|311-60,"Oil Spill. Report an automotive, heating, or industrial oil spill on a street or in a facility, apartment building, or private home."
KA-02271,submittable,311-36|311-80|311-81,Overgrown Grass or Weeds. Report overgrown grass or weeds on public property.
KA-02272,unclear,311-68|311-80,Panhandling. Report panhandling.
KA-02275,submittable,311-35|311-110,Parking Ticket or Camera Violation Dispute. Fight a parking ticket or camera violation.
KA-02276,submittable,311-80,Pedestrian Ramp Complaint. Report a damaged pedestrian ramp.
KA-02277,submittable,311-80,Pedestrian Ramp Request. Request the installation of a new pedestrian ramp.
KA-02278,submittable,311-62|311-67|311-61|311-60,"Residential Pest Complaint. Report mice, bed bugs, fleas, flies, or roaches in an apartment or in a public area of a residential building."
KA-02279,submittable,311-33|311-66,Pet Sale Complaint. Report the sale of pets.
KA-02280,submittable,311-48|311-66,Pigeon Droppings or Odor. Report unsanitary conditions caused by pigeons.
KA-02281,unclear,311-64|311-105|311-36,"Poison Ivy. Report poison ivy in a park or tree, on school property, or on private property."
KA-02282,submittable,311-64|311-33|311-36,"Pool or Sauna Complaint. Make a complaint about pool or sauna maintenance, water quality, safety equipment, or unpermitted pool use."
KA-02283,submittable,311-64|311-33|311-62|311-61|311-60,Power Outage. Report a power outage or blackout to a utility company. File a ConEd claim for food or medicine spoiled during a power outage.
KA-02284,informational,311-62|311-85|311-61,"Property Tax Exemption for Government-Owned Properties. Learn about real estate tax exemptions for City, State, Federal, and foreign government-owned properties in New York City."
KA-02285,informational,311-83|311-85|311-94|311-31,"Property Tax Exemption for Non-Profits. Apply for or renew property tax benefits for properties used for charitable, educational, medical, or religious purposes."
KA-02286,informational,311-62|311-85|311-61,Co-Op and Condo Property Tax Abatement. Apply for or renew an abatement to reduce property taxes for co-op and condo units.
KA-02287,informational,311-64|311-62|311-74|311-85|311-61,"Real Property Income and Expense (RPIE). Learn how to file the Real Property Income and Expense Statement for income-producing properties, including utilities."
KA-02288,informational,311-85|311-61,Rent Freeze Program for Landlords. Get help for landlords with the Senior Citizen Rent Increase Exemption (SCRIE) and Disabled Rent Increase Exemption (DRIE) programs.
KA-02289,informational,311-20|311-29|311-85|311-60,Rent Freeze Program for Seniors. Apply for rental assistance for people age 62 and older living in rent-regulated apartments. Also known as SCRIE.
KA-02290,informational,311-20|311-28|311-85|311-60,Rent Freeze Program for Tenants with Disabilities. Apply for rental assistance for people with disabilities living in rent-regulated apartments. Also known as DRIE.
KA-02291,submittable,311-64|311-80,"Scaffold or Sidewalk Shed Complaint. Report a problem with a pipe scaffold, suspended or hanging scaffold, or sidewalk shed."
KA-02292,submittable,311-80,"Sidewalk Cellar Door Complaint. Report sidewalk cellar door that is open and unprotected, damaged, bent, broken, or wobbly."
KA-02293,submittable,311-80,Sidewalk Grating Complaint. Report a missing or defective metal sidewalk grating.
KA-02294,submittable,311-80,Sidewalk Staircase Complaint. Report a problem on a sidewalk stairway that connects two different street levels.
KA-02295,submittable,311-64|311-33|311-62|311-36|311-58|311-61|311-60,Smoking or Vaping Complaint. Report illegal tobacco or marijuana smoking or vaping.
KA-02296,submittable,311-81,Snow or Ice on Street or Highway. Report an icy or snowy roadway and learn about snow clearing operations.
KA-02297,submittable,311-33|311-58,Sodium Warning Complaint. Report a chain restaurant that does not post warnings about sodium content.
KA-02298,informational,311-64|311-47,Standing Water. Report standing water outdoors during Mosquito Season.
KA-02299,submittable,311-91,Staten Island Ferry. Get information or make a complaint about the Staten Island Ferry.
KA-02300,submittable,311-66,Stray or Abandoned Animal. Report a stray or abandoned animal.
KA-02302,submittable,311-33,Tanning Establishment Complaint. Make a complaint about a business that provides tanning machines for use.
KA-02303,informational,311-33|311-82,Tax Preparation. Learn about free tax filing options for eligible New Yorkers.
KA-02304,submittable,311-38|311-68,Ticket Scalping. Report an illegal ticket sale.
KA-02305,informational,311-79|311-113|311-114|311-81,"Traffic Condition. Learn about traffic and travel conditions in the NY metro area. Report a non-emergency traffic condition, such as congestion or chronic speeding."
KA-02307,informational,311-29|311-89|311-90,Transportation for Older Adults. Learn about transportation options for people age 60 and older. Make a complaint about a senior transportation provider.
KA-02308,submittable,311-62|311-61|311-68|311-60,"Trespassing. Report trespassing, which is entering someone's property without permission."
KA-02309,unclear,311-33|311-62|311-61|311-60,"Unlicensed Contractor. Report work done by an unlicensed plumber, electrician, or contractor."
KA-02311,submittable,311-62|311-111|311-61|311-60,"Unwanted Ad or Menu. Report an individual distributing flyers or posting signs on public or private property, including vehicles and construction sites."
KA-02312,informational,311-62|311-61|311-60,Vacate Order. Get information about vacate orders. Report people in a building with a vacate order.
KA-02313,submittable,311-48|311-62|311-61|311-80|311-60,"Ventilation or Exhaust System Complaint. Report inadequate ventilation inside a building or a ventilation or exhaust system that is illegal, installed improperly, or has an odor."
KA-02314,submittable,311-64,"Wall Complaint. Report a stand-alone or retaining wall that is bulging, cracked, defective, or inadequate."
KA-02315,submittable,311-48|311-80|311-81,Catch Basin or Sewer Odor. Report a smell coming from a catch basin or sewer.
KA-02316,informational,311-95|311-94,Beekeeping. Learn about keeping honeybees in New York City.
KA-02317,submittable,311-64|311-33|311-68,"Housing Used for Short-Term Rental (Vacation Rentals or Illegal Home-Sharing). Report a location that is being used as a hotel, for vacation rentals, or for rentals of fewer than 30 days."
KA-02319,informational,311-115,"Vehicle Registration or License Plate. Learn about vehicle registrations, titles, license plates, and inspections."
KA-02320,submittable,311-35|311-110,Parking Ticket or Camera Violation Appeal. Appeal a parking or camera violation hearing decision if you were found guilty.
KA-02321,informational,311-93|311-64|311-28,Access City Agencies as a Person with a Disability. Learn how people with disabilities can get help with accessing City programs and services.
KA-02322,informational,311-77|311-68,Police Report. Get a copy of a police report for a crime or lost property.
KA-02323,submittable,311-35|311-94|311-110,Parking Ticket or Camera Violation Dispute for Businesses. Fight parking tickets or camera violations issued to commercial vehicle owners or operators.
KA-02324,informational,311-35|311-114|311-81|311-110,Speed Cameras. Learn about cameras that photograph vehicles speeding in school zones.
KA-02325,informational,311-35|311-114|311-81|311-110,"Bus Lane and MTA Bus Cameras. Learn about cameras that film vehicles driving, parking, or standing in bus lanes, standing or stopping in a bus stop, and double parking."
KA-02326,informational,311-35|311-114|311-81|311-110,Red Light Cameras. Learn about cameras that photograph vehicles running a red light or report a broken or malfunctioning camera.
KA-02328,submittable,311-64|311-33,Electrician or Plumber Complaint. Make a complaint about a licensed plumber or electrician.
KA-02329,informational,311-62|311-61|311-81,Broken Sewer Line. Learn about damaged sewer service line repair.
KA-02332,submittable,311-81,Street Sweeping Complaint. Report missed or inadequate street cleaning.
KA-02333,informational,311-62|311-85|311-61|311-94,"Personal Property Tax Exemption Appeals. Appeal the denial, removal, or reduction of a property tax exemption."
KA-02335,submittable,311-51|311-81,Garbage Truck Spill. Report waste leaking or spilling from a garbage truck or trash that spilled onto the ground while being loaded into a truck.
